site,X,Y
D4N2579,23.8574,-25.711
D4N2580,23.7713,-25.721
D4N2581,23.7875,-25.718
D4N2582,23.8861,-25.7162
D4N2583,23.8243,-25.719
D4N2587,23.7483,-25.7673
D4N2588,23.7363,-25.9911
D4N2589,23.74831,-25.96451
D4N2592,23.9234,-25.7507
D4N2593,23.9267,-27.549
D4N2595,23.76563,-25.83467
D4N2597,23.84622,-25.84554
D4N2598,23.90293,-25.86621
D4N2599,23.87327,-25.91173
D4N2600,23.87455,-25.92764
D4N2601,23.93108,-25.93965
D4N2602,23.8061,-25.9613
D4N2603,24.21402,-25.6482
D4N2604,24.23176,-25.68426
D4N2605,24.22685,-25.7499
D4N2606,24.05867,-25.7424
D4N2608,24.21928,-25.79252
D4N2609,24.21252,-25.78084
D4N2610,24.21253,-25.78085
D4N2611,24.20952,-25.89272
D4N2612,24.22387,-25.90171
D4N2613,24.22785,-25.899898
D4N2614,24.20854,-25.90726
D4N2615,24.08737,-25.7918
D4N2616,24.33276,-25.8359
D4N2617,24.34487,-25.83866
D4N2618,24.29,-25.87687
D4N2619,24.27232,-25.88806
D4N2620,24.29436,-25.90943
D4N2621,23.11225,-27.72282
D4N2622,23.33506,-27.53161
D4N2623,23.11056,-27.78611
D4N2624,23.11328,-27.75789
D4N2625,23.68456,-27.52956
D4N2626,25.76157,-25.55837
D4N2627,25.78028,-25.44153
D4N2633,25.74439,-25.60867
D4N2634,20.01622,-26.6515
D4N2635,20.01553,-26.772
D4N2636,25.25403,-26.14619
D4N2637,25.24572,-26.19633
D4N2638,25.353,-26.10725
D4N2639,25.23914,-26.12594
D4N2640,25.23369,-26.15772
D4N2641,25.23692,-26.15447
D4N2642,25.74431,-25.40356
D4N2643,25.91738,-26.07754
D4N2644,25.82164,-25.46718
D4N2645,25.86283,-25.92165
D4N2646,25.88304,-25.93365
D4N2647,25.85937,-25.92476
D4N2648,25.86149,-25.92356
D4N2649,22.92208,-27.7928
D4N2650,20.54741,-25.32189
D4N2651,20.11667,-27.63333
D4N2652,20.19997,-25.928
D4N2653,20.14944,-24.886
D4N2654,20.14944,-26.47317
D4N2655,20.725,-25.743889
D4N2656,20.73697,-26.17472
D4N2657,20.63732,-26.76865
D4N2658,20.45932,-25.1458
D4N2659,20.267737,-26.730509
D4N2660,24.11524,-25.88143
D5N0016,21.82145,-30.428211
D5N0501,22.14949803,-31.33022836
D5N0509,20.95896,-31.276257
D5N0519,20.949605,-31.26564
D5N0522,20.974668,-31.300744
D5N0529,20.94946197,-31.28022614
D5N0533,21.119477,-29.370332
D5N0536,21.119477,-29.360332
D5N0537,21.119477,-29.360332
D5N0538,21.14555556,-29.35055556
D5N0539,21.11667,-29.36556
D5N0540,21.11611,-29.36528
D5N0578,22.14583,-30.96528
D5N0583,20.65694,-32.39444
D5N0584,20.66361,-32.39556
D5N0585,20.22353,-31.89958
D5N0586,21.10172,-29.36989
D5N0587,21.11889,-29.35889
D5N0588,22.09916,-30.88416
D5N0589,22.10166,-30.87111
D5N0590,22.15314,-30.96392
D5N0591,22.14608,-30.96386
D5N0592,21.89922,-30.47892
D5N0593,21.793194,-30.449103
D5N0594,21.79975,-30.445202
D5N0595,21.850591,-30.408749
D5N0596,22.37572,-31.49947
D5N0597,22.37464,-31.49833
D5N0598,21.50806,-31.91764
D5N0599,21.49972,-31.90944
D5N0600,20.88483,-31.312561
D5N0601,20.96444,-31.31358
D5N0602,20.96486,-31.31317
D5N0603,20.49389,-30.75278
D5N0604,20.659778,-30.759583
D5N0605,20.65981,-30.75961
D5N0606,20.66308,-30.7623889
D5N0607,20.65594,-30.75647
D5N0609,21.47094,-30.70972
D5N0610,21.39308,-30.71325
D5N0612,22.14495,-30.96771
D5N0613,22.10968,-30.86096
D5N0614,21.77333,-30.35528
D5N0615,20.92797,-31.33372
D5N0616,20.9662,-31.3268
D5N0617,20.8788,-31.32995
D5N0618,20.89209,-31.32957
D5N0619,20.893244,-31.319883
D6N0061,24.36472222,-30.6775
D6N0062,24.16611111,-30.65972222
D6N0063,24.16694444,-30.65944444
D6N0064,24.16722222,-30.65916667
D6N0065,24.16666667,-30.65944444
D6N0066,24.16666667,-30.65944444
D6N0067,24.05222222,-30.37194444
D6N0068,24.0425,-30.36472222
D6N0069,23.90055556,-30.7125
D6N0070,23.90055556,-30.7125
D6N0071,23.90111111,-30.7125
D6N0072,23.90111111,-30.7125
D6N0073,23.90138889,-30.7125
D6N0074,23.90166667,-30.71277778
D6N0075,23.9025,-30.7125
D6N0076,23.9,-30.71222222
D6N0156,23.67886,-29.93733
D6N0500,24.15833333,-30.64
D6N0501,24.35916667,-30.69166667
D6N0507,24.16333333,-30.645
D6N0508,24.16333333,-30.63555556
D6N0516,23.67833333,-29.93694444
D6N0517,23.86611111,-30.66666667
D6N0518,23.87055556,-30.66833333
D6N0519,23.87277778,-30.67083333
D6N0520,23.89388889,-30.69722222
D6N0521,23.89944444,-30.69944444
D6N0522,23.89583333,-30.70666667
D6N0526,23.93888889,-30.55055556
D6N0527,23.94583333,-30.55777778
D6N0528,23.965,-30.57027778
D6N0529,23.9725,-30.57111111
D6N0530,24.07083333,-30.59111111
D6N0531,24.05472222,-30.60333333
D6N0532,24.05611111,-30.60722222
D6N0537,24.16888889,-30.66916667
D6N0538,24.17972222,-30.70777778
D6N0539,24.20944444,-30.75694444
D6N0540,24.21611111,-30.76555556
D6N0543,24.34583333,-30.72888889
D6N0545,24.35166667,-30.73138889
D6N0546,24.36833333,-30.74333333
D6N0550,23.90638889,-30.72194444
D6N0551,23.90444444,-30.72166667
D6N0562,24.34805556,-30.71
D6N0563,24.32944444,-30.7225
D6N0564,24.27666667,-30.70666667
D6N0580,23.90111111,-30.7125
D6N0587,23.12615,-31.44825
D6N0588,23.584028,-29.910472
D6N0589,23.69694444,-29.93305556
D6N0590,23.69861111,-29.91666667
D6N0591,23.66666667,-29.85361111
D6N0592,23.58027778,-29.90888889
D6N0595,23.269536,-30.570273
D6N0596,23.509543,-30.630271
D6N0597,22.879524,-30.580271
D6N0598,22.87611,-30.58306
D6N0599,22.87694,-30.58279
D6N0615,23.189533,-30.710265
D6N0643,23.48889,-30.58083
D6N0645,24.91927778,-28.38213889
D6N0646,23.94836111,-28.40711111
D6N0647,23.9005,-31.35977778
D6N0648,22.87833333,-30.58444444
D6N0649,23.94972222,-31.40738889
D6N0650,23.96405556,-31.40688889
D6N0651,23.09562,-31.4471
D6N0652,23.08831,-31.39961
D6N0655,23.53501,-30.60696
D6N0656,24.176893,-30.70263
D6N0657,22.675035,-29.937061
D6N0658,23.013042,-29.982778
D6N0659,23.037083,-29.975278
D7N0501,22.071139,-29.422861
D7N0513,22.46455,-28.54457
D7N0521,22.82944444,-29.30861111
D7N0522,23.55638889,-28.16555556
D7N0523,22.48389,-28.55194
D7N0524,22.4638,-28.54444
D7N0525,23.33944,-28.24639
D7N0526,23.34111,-28.24306
D7N0527,23.34111,-28.2425
D7N0528,23.07055556,-28.31666667
D7N0529,23.08417,-28.32056
D7N0530,23.08416667,-28.32055556
D7N0531,23.07974,-28.31786
D7N0532,23.07083,-28.31667
D7N0533,23.10989,-28.25652
D7N0534,23.08863,-28.28237
D7N0535,23.06878,-28.3172
D7N0536,22.8605,-28.24567
D7N0537,22.92642,-28.25744
D7N0538,22.92666667,-28.2575
D7N0539,22.880389,-28.324556
D7N0540,22.857306,-28.328722
D7N0541,23.251,-28.87681
D7N0542,23.24758,-28.87114
D7N0543,23.24689,-28.87203
D7N0544,23.24583333,-28.86944444
D7N0545,23.24919,-28.87064
D7N0546,23.24967,-28.87053
D7N0547,22.8375,-29.3275
D7N0548,22.7285,-29.68825
D7N0549,22.71247,-29.71233
D7N0550,22.74416667,-29.65722222
D7N0551,22.74425,-29.65806
D7N0552,22.74606,-29.65425
D7N0553,23.08858,-28.28248
D7N0555,22.83086,-29.30936
D7N0556,22.69138889,-28.29777778
D7N0557,22.69138889,-28.29833333
D7N0558,22.69611111,-28.29972222
D7N0559,22.69666667,-28.30055556
D7N0560,22.69777778,-28.30277778
D7N0561,22.68666667,-28.42527778
D7N0562,22.68666667,-28.425
D7N0563,22.82,-28.655
D7N0564,22.70916667,-28.53972222
D7N0565,22.70611111,-28.5375
D7N0566,22.69555556,-28.52944444
D7N0567,23.05694444,-28.38555556
D7N0568,23.03472222,-28.52666667
D7N0569,23.08166667,-28.56611111
D7N0570,23.09833333,-28.39722222
D7N0571,23.16638889,-28.37611111
D7N0572,23.14861111,-28.41388889
D7N0573,23.12166667,-28.65333333
D7N0574,22.91388889,-28.64055556
D7N0575,22.90083333,-28.57138889
D7N0577,22.82583333,-28.23777778
D7N0578,22.80444444,-28.41
D7N0579,22.8225,-28.45388889
D7N0580,22.8325,-28.36638889
D7N0587,22.6302,-28.48125
D7N0588,22.66973,-28.37995
D7N0605,22.83416667,-28.31
D7N0614,22.87166667,-28.40027778
D7N0638,22.99027778,-28.60388889
D7N0653,23.08722222,-28.42861111
D7N0658,23.08777778,-28.43083333
D7N0660,23.02583333,-28.44611111
D7N0667,23.14694444,-28.36666667
D7N0670,23.16916667,-28.37888889
D7N0672,23.22166667,-28.38638889
D7N0673,23.18527778,-28.365
D7N0689,23.03305556,-28.37472222
D7N0692,23.0475,-28.35194444
D7N0711,23.13083333,-28.65
D7N0718,23.0825,-28.64166667
D7N0723,23.07027778,-28.58166667
D7N0724,23.07527778,-28.56444444
D7N0725,22.50183,-28.52227
D7N0728,22.799531,-28.550386
D7N0729,22.4718,-28.58311
D7N0730,22.47983,-28.57841
D7N0731,22.48608,-28.57233
D7N0732,22.4819,-28.5525
D7N0733,22.47887,-28.52222
D7N0734,22.48225,-28.56319
D7N0735,22.47805,-28.57091
D7N0736,22.47805,-28.57092
D7N0737,22.46433,-28.54467
D7N0738,22.46433,-28.54455
D7N0739,22.46444,-28.54422
D7N0740,22.502222,-28.51778
D7N0741,22.50472,-28.52139
D7N0742,22.50181,-28.51722
D7N0743,22.50427,-28.5215
D7N0832,23.081583,-28.32383333
D7N0833,23.08172222,-28.32369444
D7N0834,23.084,-28.32125
D7N0835,22.59322222,-28.25747222
D7N0836,22.09136,-29.41733
D7N0837,22.09419,-29.41686
D7N0838,22.09322,-29.41858
D7N0839,22.09308,-29.41858
D7N0840,21.508704,-28.41553
D7N0841,22.909811,-29.874977
D7N0842,22.617331,-29.81818
D7N0843,22.552015,-29.858958
D8N0003,20.312514,-28.404552
D8N0009,20.07472,-28.33916
D8N0010,20.07694,-28.34305
D8N0011,20.1475,-28.38583
D8N0012,20.19083,-28.34861
D8N0013,19.26303,-28.77992
D8N0014,17.96343,-29.58335
D8N0015,19.77134,-28.89933
D8N0016,17.31836,-28.86554
D8N0017,21.508704,-27.67385
D8N0018,19.24208,-29.10221
E1N0001,19.26666667,-33.1833346
E1N0003,18.959395,-32.39016
E1N0004,19.05726,-32.56053
E1N0006,18.83442,-32.3469
E1N0009,18.95916,-32.39523
E1N0014,19.019396,-32.550152
E1N0017,18.825,-32.24944444
E1N0022,19.05556,-32.56306
E1N0023,19.06111111,-32.56555556
E1N0024,19.05972222,-32.55916667
E1N0025,19.01694444,-32.55444444
E1N0026,19.02741,-32.5686
E1N0031,19.02959,-32.5686
E1N0033,18.71694,-31.91917
E1N0034,18.70833,-31.90528
E1N0035,18.70615,-31.90184
E1N0038,18.89017,-32.18182
E1N0039,18.88153,-32.1713
E1N0041,18.90893,-32.19937
E1N0042,18.91104,-32.20085
E1N0043,19.01927,-32.59725
E1N0044,18.93551,-32.26915
E1N0045,18.93513,-32.27011
E1N0046,18.94657,-32.25897
E1N0047,18.94759,-32.25855
E1N0048,18.89967,-32.23821
E1N0049,18.899,-32.26542
E1N0051,18.89137,-32.20282
E1N0052,18.87603,-32.16758
E1N0054,18.87109,-32.1689
E1N0055,18.90188,-32.23718
E1N0056,18.86344,-32.20453
E1N0057,18.88915,-32.17763
E1N0058,18.95918,-32.19604
E1N0059,18.95791,-32.19608
E1N0060,18.95736,-32.19333
E1N0061,18.90242,-32.24747
E1N0062,18.88086,-32.22805
E2N0001,19.27438,-33.99176
E2N0007,19.35648,-32.8951
E2N0008,19.37805556,-32.97583333
E2N0009,19.36583333,-32.57666667
E2N0011,18.96296,-31.82563
E2N0012,18.90574,-31.80793
E2N0013,19.93214,-32.46964
E2N0014,19.9365,-32.47718
E2N0015,19.88434,-32.38815
E2N0016,19.88709,-32.389
E2N0017,20.00601,-32.40813
E2N0019,20.0795,-32.37836
E2N0020,20.04421,-32.27921
E2N0021,20.04492,-32.27903
E2N0022,20.07236,-32.22523
E2N0023,20.1116,-32.21302
E2N0024,20.11208,-32.21485
E2N0025,20.10845,-32.24685
E2N0026,20.10919,-32.24758
E2N0027,20.16355,-32.24618
E2N0028,20.10015,-32.27062
E2N0029,20.15979,-32.2853
E2N0030,20.13339,-32.32924
E2N0031,20.16906,-32.361
E2N0033,20.26555,-32.27806
E2N0034,20.27262,-32.27804
E2N0035,20.20219,-32.13264
E2N0036,20.12216,-32.10979
E2N0037,20.12836,-32.1283
E2N0039,20.08829,-32.13487
E2N0040,20.00127,-32.15854
E2N0041,19.96794,-32.1585
E2N0042,20.02418,-32.23175
E2N0043,20.15926,-32.16133
E2N0044,20.004,-32.344
E2N0045,20.00617,-32.34429
E2N0046,20.03084,-32.33901
E2N0047,20.0683,-32.3241
E2N0048,19.91,-32.27011
E2N0050,19.7953,-32.18858
E2N0051,19.79495,-32.18911
E2N0053,19.79459,-32.31373
E2N0057,19.9973,-32.18073
E2N0058,20.13411,-32.32253
E3N0004,18.776895,-31.61131
E3N0005,18.829396,-31.6002
E3N0008,18.31734,-31.07062
E3N0009,18.74509,-31.6087
E3N0013,18.88223,-31.68994
E3N0017,18.87346,-31.67461
E3N0018,18.76396,-31.60422
E3N0022,18.90431,-31.75607
E3N0023,18.8709,-31.67743
E3N0029,18.86802,-31.51364
E3N0033,18.82536,-31.629
E3N0041,18.74886,-31.61266
E3N0042,18.74896,-31.61346
E3N0046,18.81234,-31.62781
E3N0053,18.89977,-31.67865
E3N0056,18.89015,-31.70504
E3N0058,18.92541,-31.71729
E3N0059,18.95061,-31.75896
E3N0060,18.90915,-31.78955
E3N0061,18.9039,-31.79384
E3N0062,18.90863,-31.76062
E3N0063,18.894,-31.73825
E3N0070,18.77832,-31.60986
E3N0071,18.7309,-31.61338
E3N0072,18.85903,-31.64738
E3N0074,18.81911,-31.62794
E3N0075,18.84081,-31.63559
E3N0076,18.8668,-31.66079
E3N0077,18.8769,-31.68569
E3N0078,18.90685,-31.68201
E3N0079,18.78079,-31.5831
E3N0080,18.88033,-31.68738
E3N0081,18.73513,-31.56688
E3N0082,18.80137,-31.62264
E3N0083,18.87351,-31.67474
E3N0084,18.88263,-31.67775
E3N0085,18.85806,-31.69418
E3N0086,18.74495,-31.69948
E3N0087,18.66351,-31.6915
E3N0088,18.63433,-31.67557
E3N0089,18.62474,-31.63002
E3N0090,18.88799,-31.70526
E3N0091,18.94628,-31.67747
E3N0092,18.82532,-31.66817
E3N0094,18.99447,-31.76334
E3N0095,18.99463,-31.7633
E3N0096,18.99372,-31.76401
E3N0097,18.78942,-31.61966
E3N0098,18.77885,-31.61328
E3N0099,18.90414,-31.70721
E3N0100,18.92431,-31.67058
E3N0101,18.95715,-31.65641
E3N0102,18.91492,-31.5956
E3N0103,18.8876,-31.54753
E3N0108,18.87791,-31.67742
E3N0109,18.8833,-31.6687
E3N0111,18.81757,-31.62997
E3N0112,18.80689,-31.62713
E3N0114,18.86678,-31.66777
E3N0115,18.91335,-31.50199
E3N0116,19.448139,-30.974417
E3N0117,19.44631,-30.97703
E3N0118,19.44508,-30.98011
E3N0119,19.45917,-30.97431
E3N0120,19.48689,-30.99536
E3N0121,19.48689,-30.98992
E3N0125,18.88954,-31.7151
E3N0129,18.88858,-31.71755
E3N0130,18.31376,-31.05483
E3N0131,18.35053,-31.06872
E3N0132,18.34993,-31.06553
E3N0133,18.28755,-30.94784
E3N0134,18.28754,-30.948
E3N0135,18.28808,-30.9586
E3N0136,18.28808,-30.95871
E3N0137,18.29207,-30.97023
E3N0138,18.29206,-30.97027
E3N0139,18.29587,-30.97735
E3N0140,18.32916,-30.95426
E3N0141,18.32898,-30.95445
E3N0142,18.32813,-30.95345
E3N0143,18.33025,-30.95501
E3N0144,18.33228,-30.95656
E3N0145,18.35358,-31.06594
E3N0146,18.3122,-31.05563
E3N0147,18.32657,-31.04585
E3N0148,18.31372,-31.05495
E3N0149,18.68833,-30.58827
E3N0150,18.68661,-30.59203
E3N0151,18.68708,-30.59182
E3N0152,18.68612,-30.5888
E3N0153,18.29585,-30.97732
E4N0005,19.899707,-31.486044
E4N0007,19.87456,-31.49786
E4N0008,19.87583,-31.50306
E4N0009,19.76467,-31.48328
E4N0010,19.08306,-31.38089
E4N0011,19.08161,-31.38539
E4N0012,19.07972,-31.38306
E4N0013,19.09092,-31.38061
E4N0014,19.10253,-31.37942
E4N0015,19.96811,-31.48139
E4N0016,19.81111,-31.47139
E4N0017,19.84986,-31.50958
F1N0001,17.0141,-28.65597
F2N0001,16.91667,-29.26671
F2N0003,17.0962,-28.99802
F3N0005,17.95,-30.21416667
F3N0507,17.62807,-29.73639
F3N0509,18.10001,-30.20972
F3N0514,17.96305,-30.21501
F3N0515,17.68774,-29.22886
F3N0516,17.58142,-29.66165
F3N0517,17.241636,-29.58456
F4N0004,17.75555,-30.31583
F4N0005,17.90277,-30.36547
F5N0001,18.05583333,-30.82388889
F5N0002,17.965,-30.8175
F5N0004,18.06416667,-30.53055556
F5N0005,18.05194444,-30.38388889
F5N0500,17.99194444,-30.54305556
F5N0501,17.99194444,-30.55166667
F5N0506,17.99388889,-30.53416667
F5N0509,20.1475,-28.38583
F5N0512,18.00611,-30.56055
F5N0513,18.09138,-30.49027
F6N0002,18.2735,-31.05363
F6N0008,18.26797,-31.04771
F6N0009,18.27467,-31.04909
F6N0011,18.27196,-31.04765
F6N0012,17.87848,-30.88731
F6N0013,18.06754,-30.96207
G1N0029,18.18944444,-33.01194444
G1N0044,18.19638889,-32.91944444
G1N0049,18.10527778,-32.87333333
G1N0050,18.09559,-32.86598
G1N0051,18.08384,-33.03322
G1N0059,18.849388,-32.99013
G1N0069,18.38492,-32.595
G1N0074,18.189368,-32.990127
G1N0079,18.28443,-33.40796
G1N0086,18.24139,-33.36364
G1N0087,18.20144,-33.35993
G1N0090,18.28918,-33.2038
G1N0096,18.19793,-33.13776
G1N0101,18.30505,-33.16294
G1N0106,18.19001,-32.87591
G1N0107,18.27126,-32.93397
G1N0108,18.12062,-32.9561
G1N0112,18.26099,-33.03745
G1N0114,18.25031,-33.07631
G1N0115,18.23703,-33.05055
G1N0116,18.30582,-33.07463
G1N0118,18.36509,-33.1568
G1N0119,18.36601,-33.15657
G1N0125,18.21985,-33.29997
G1N0126,18.20423,-33.24642
G1N0129,18.19095,-33.37788
G1N0131,18.189368,-32.990127
G1N0137,18.2533,-33.41578
G1N0141,18.2594,-33.16539
G1N0143,18.24758,-33.11964
G1N0144,18.24758,-33.11963
G1N0145,18.24758,-33.11966
G1N0146,18.14025,-32.94115
G1N0147,18.18915,-32.98568
G1N0149,18.18214,-32.98577
G1N0150,18.17457,-32.94449
G1N0151,18.14777778,-32.99694444
G1N0152,18.195,-32.99327
G1N0153,18.20816,-32.90595
G1N0154,18.14114,-32.98408
G1N0156,18.22828,-32.90344
G1N0159,18.22537,-33.07849
G1N0160,18.21027778,-33.01694444
G1N0161,18.23847,-33.01272
G1N0162,18.16432,-33.0037
G1N0163,18.17507,-33.00913
G1N0164,18.17902,-33.0241
G1N0165,18.18361,-33.03527
G1N0166,18.23726,-33.01323
G1N0167,18.17626,-33.00923
G1N0169,18.17777778,-33.00888889
G1N0170,18.16826,-33.00523
G1N0171,18.30539,-33.03904
G1N0172,18.2658,-33.02102
G1N0173,18.30453,-33.03921
G1N0174,18.2659,-33.02106
G1N0188,18.18852,-32.98856
G1N0189,18.18939,-32.98349
G1N0190,18.18694,-32.99056
G1N0191,18.18667,-32.99088
G1N0192,18.18496,-32.99231
G1N0216,18.17607,-32.97775
G1N0220,18.19083333,-32.99083333
G1N0221,18.20148,-33.02912
G1N0222,18.1791,-32.99901
G1N0223,18.229369,-32.92013
G1N0225,18.09805556,-32.9575
G1N0226,18.18873,-32.91933
G1N0227,18.17849,-32.95496
G1N0228,18.17227,-32.94624
G1N0229,18.16145,-32.94555
G1N0230,18.16785,-32.94682
G1N0231,18.16781,-32.9469
G1N0232,18.20376,-32.94886
G1N0233,18.24188,-32.95227
G1N0234,18.16913,-32.91559
G1N0235,18.14592,-32.98519
G1N0236,18.23049,-33.00985
G1N0237,18.2942,-32.91996
G1N0238,18.42306,-32.76986
G1N0239,18.476,-32.87268
G1N0240,18.33653,-32.901
G1N0241,18.09342,-32.92317
G1N0242,18.08164,-32.96476
G1N0243,18.08555556,-32.97277778
G1N0244,18.09194,-32.9899
G1N0245,18.06888889,-32.99861111
G1N0246,18.20315,-32.94832
G1N0247,18.22233,-32.92561
G1N0248,18.3075,-32.97056
G1N0249,18.26099,-33.03745
G1N0250,18.14582,-32.98525
G1N0251,18.28932,-33.13524
G1N0252,18.31372,-33.11716
G1N0253,18.35755,-33.12348
G1N0254,18.36691,-33.22013
G1N0255,18.32336,-33.20537
G1N0259,18.33839,-33.18286
G1N0260,18.26031,-33.13566
G1N0261,18.2595,-33.16512
G1N0262,18.22618,-33.1382
G1N0264,18.19211,-33.09064
G1N0265,18.19211,-33.09064
G1N0266,18.19234,-33.09097
G1N0267,18.19143,-33.09187
G1N0268,18.12896,-33.10663
G1N0269,18.13159,-33.13302
G1N0270,18.16038,-33.16209
G1N0271,18.18717,-33.19382
G1N0272,18.23247,-33.40049
G1N0273,18.20389,-32.94874
G1N0274,18.24774,-32.88552
G1N0275,18.20682,-32.97208
G1N0276,19.0783,-33.93431
G1N0277,19.07874,-33.93478
G1N0278,19.07942,-33.93512
G1N0279,19.08138889,-33.93555556
G1N0280,19.08155,-33.93662
G1N0281,19.08242,-33.93316
G1N0282,19.08423,-33.93313
G1N0283,19.08415,-33.92742
G1N0284,19.07972,-33.93179
G1N0285,19.08442,-33.93073
G1N0286,19.08084,-33.93236
G1N0287,19.08174,-33.93273
G1N0288,19.08505,-33.93362
G1N0289,19.08478,-33.92953
G1N0290,19.06805556,-33.92555556
G1N0291,19.0795,-33.94295
G1N0292,19.07795,-33.94172
G1N0293,19.07722,-33.94103
G1N0294,19.07677,-33.94029
G1N0295,19.07645,-33.93905
G1N0296,19.07605,-33.93813
G1N0297,19.08448,-33.93591
G1N0298,19.07722,-33.93666
G1N0299,19.07666667,-33.93555556
G1N0300,19.07598,-33.9364
G1N0301,19.07602,-33.93739
G1N0302,19.07874,-33.94234
G1N0303,19.08327,-33.9352
G1N0304,19.08438,-33.93587
G1N0305,19.08692,-33.91311
G1N0306,19.08186,-33.91711
G1N0307,19.08746,-33.91372
G1N0308,19.08027,-33.91484
G1N0309,19.08068,-33.89841
G1N0310,19.07852,-33.90079
G1N0311,19.07671,-33.93838
G1N0312,19.0689,-33.89019
G1N0313,19.05358,-33.8927
G1N0314,19.05572,-33.88757
G1N0315,19.0475,-33.9028
G1N0316,19.0503,-33.90105
G1N0317,19.0409,-33.887
G1N0318,19.05756,-33.9033
G1N0319,19.0797,-33.89967
G1N0320,19.04709,-33.88316
G1N0321,19.03928,-33.8802
G1N0322,19.03125,-33.87951
G1N0323,19.00916,-33.87396
G1N0324,19.04015,-33.88714
G1N0325,19.07994,-33.93537
G1N0326,19.08055556,-33.93305556
G1N0327,19.08421,-33.93316
G1N0328,19.07892,-33.93786
G1N0329,17.96882,-32.9823
G1N0330,18.24295,-32.95212
G1N0331,18.18306,-32.88131
G1N0332,18.23687,-32.95375
G1N0333,18.17841,-32.95225
G1N0334,18.15518,-32.97594
G1N0335,18.06833333,-32.99861111
G1N0336,18.13914,-32.97323
G1N0338,18.19026,-32.98349
G1N0339,18.19036,-32.98345
G1N0340,18.27937,-32.990127
G1N0341,18.10458,-32.96741
G1N0342,18.20525,-32.94021
G1N0343,18.07055556,-32.99888889
G1N0344,18.0876,-32.94477
G1N0345,18.06597,-32.9851
G1N0346,18.12073,-32.9773
G1N0347,18.12018,-32.97735
G1N0348,18.17619,-32.94477
G1N0349,18.20851,-32.97015
G1N0350,18.117,-32.93156
G1N0351,18.17166667,-32.95027778
G1N0352,18.16777778,-32.94444444
G1N0353,18.10451,-32.98083
G1N0354,18.19777778,-32.87805556
G1N0355,18.17916667,-32.88166667
G1N0356,18.21913,-32.88563
G1N0357,18.1171,-32.93151
G1N0358,18.18889,-32.98556
G1N0359,18.10451,-32.9811
G1N0360,18.21513,-32.93274
G1N0361,18.20028,-32.95818
G1N0362,18.09344,-32.92313
G1N0363,18.1834,-32.91833
G1N0364,18.374,-32.80504
G1N0365,18.27309,-32.89319
G1N0366,18.09344,-32.92313
G1N0367,18.20055556,-33.03055556
G1N0368,18.24083333,-33.085
G1N0369,18.11715,-33.01571
G1N0370,18.09195,-33.03115
G1N0371,18.22277778,-33.04333333
G1N0372,18.0725,-33.00888889
G1N0373,18.07491,-33.00072
G1N0374,18.05682,-33.01287
G1N0375,18.11277778,-33.04416667
G1N0376,18.39426,-33.21675
G1N0377,18.30573,-33.16272
G1N0378,18.30573,-33.16272
G1N0379,18.36361,-33.10099
G1N0380,18.25694444,-33.00194444
G1N0381,18.25944444,-33.41055556
G1N0382,17.96632,-32.98103
G1N0383,18.2218,-32.94629
G1N0384,18.20527,-32.94026
G1N0385,18.21508,-32.93306
G1N0386,18.17523,-32.95727
G1N0387,18.15705,-32.96146
G1N0388,18.11206,-32.96425
G1N0389,18.00394,-33.00206
G1N0390,18.26522,-33.01212
G1N0391,18.35106,-33.18832
G1N0392,18.32194444,-33.19444444
G1N0393,18.38401,-33.21918
G1N0396,18.14114,-32.98417
G1N0397,18.1036,-32.96512
G1N0398,18.09607,-32.96647
G1N0400,18.57139,-32.7225
G1N0404,18.5704,-32.72257
G1N0407,19.07916667,-33.93055556
G1N0408,19.08507,-33.93625
G1N0409,19.08624,-33.93597
G1N0410,19.08773,-33.93544
G1N0411,19.08644,-33.9345
G1N0412,19.08423,-33.91808
G1N0413,19.08332,-33.91778
G1N0414,19.08274,-33.91758
G1N0415,19.08555556,-33.91444444
G1N0416,19.08702,-33.91588
G1N0417,19.08721,-33.91925
G1N0418,19.11181,-33.92964
G1N0419,18.96837,-33.88616
G1N0420,19.10959,-33.92215
G1N0421,19.06944444,-33.93416667
G1N0422,18.92892,-33.76981
G1N0423,19.04083333,-33.74388889
G1N0424,18.98473,-33.7824
G1N0425,19.11043,-33.93752
G1N0426,19.02426,-33.88326
G1N0427,18.99175,-33.86993
G1N0428,19.08166667,-33.92333333
G1N0429,18.88481,-33.37518
G1N0430,19.08177,-33.88314
G1N0431,19.10272,-33.93765
G1N0432,19.04005,-33.5285
G1N0433,19.04519,-33.86375
G1N0434,18.93324,-33.44024
G1N0435,19.05063,-33.88556
G1N0436,19.08034,-33.88314
G1N0437,19.06104,-33.8744
G1N0438,18.98527778,-33.84527778
G1N0440,19.11257,-33.92332
G1N0441,19.11819,-33.93076
G1N0442,19.10939,-33.92064
G1N0444,19.04073,-33.86788
G1N0445,19.12208,-33.92628
G1N0446,18.94113,-33.82835
G1N0447,18.99627,-33.39082
G1N0448,18.85041,-33.52897
G1N0449,19.10956,-33.92105
G1N0450,19.9161,-33.88546
G1N0451,19.07416667,-33.89833333
G1N0452,19.09358,-33.92446
G1N0453,18.97863,-33.59839
G1N0454,18.95209,-33.6605
G1N0455,18.1143,-33.04454
G1N0456,18.11305556,-33.04083333
G1N0457,18.11055556,-33.03444444
G1N0458,18.1275,-32.88944444
