site,X,Y
R3N0503,28.06816,-32.7504
R3N0504,28.0222,-32.9044
S1N0001,27.23228,-31.70448
S2N0001,27.3336,-31.47037
S3N0001,26.594,-31.89116667
S3N0002,26.64230556,-31.90311111
S3N0003,26.65038889,-31.92366667
S3N0008,26.82813889,-31.92838889
S3N0010,26.84647222,-31.90227778
S3N0013,26.36415,-31.59038
S3N0014,26.61258333,-31.98422222
S3N0016,26.89054,-31.90076
S3N0017,26.82692,-32.17493
S5N0002,27.59937,-31.7423
S7N0002,27.88505556,-32.57758333
S7N0003,28.07159,-32.3115
S7N0004,27.73293,-31.8129
S7N0005,27.77054,-31.8804
S7N0006,27.75019,-31.9264
S7N0007,27.66327,-31.9853
S7N0008,27.83516,-32.055
T1N0001,27.8532,-31.33261
T1N0002,27.84752,-31.8612
T1N0003,27.77098,-31.7474
T1N0004,27.90253,-31.7789
T1N0005,27.95005,-31.71747
T1N0006,28.14605,-31.7343
T1N0007,28.11393,-31.6356
T1N0008,28.16621,-31.6189
T1N0009,27.83217,-31.5817
T1N0010,28.17574,-31.7618
T1N0011,28.09971,-31.7033
T1N0012,28.01279,-31.67
T1N0013,27.93043,-31.6268
T1N0014,27.88598,-31.6293
T1N0015,28.11015,-31.8927
T1N0016,27.93273,-31.8209
T1N0017,28.01332,-31.7709
T1N0018,27.97365,-31.8292
T1N0019,28.15215,-31.9188
T1N0020,28.13221,-31.8276
T1N0021,28.10727,-31.8587
T2N0001,28.71502778,-31.64391667
T2N0002,28.69083333,-31.73361111
T2N0003,28.9331,-31.66702
T2N0004,28.76823,-31.8619
T2NP0001,28.69083333,-31.73361111
T3N0001,29.29748,-30.96083
T3N0002,28.925889,-31.159944
T3N0003,29.001583,-31.387778
T3NP0001,28.925889,-31.159944
T3NP0002,29.001583,-31.387778
T4N0001,29.98861111,-30.82055556
T4N0002,30.222,-30.78422
T5N0001,29.945,-30.7125
T5N0002,29.74819444,-29.20761
T5N0003,30.27911,-30.60017
T5N0004,29.80089,-30.55642
T6N0001,29.56955,-31.36484
T6N0002,29.458762,-31.103756
T6N0003,29.747887,-31.197253
T6N0004,29.80521,-31.19928
T6N0005,29.44188,-31.22059
T7N0001,28.96275,-31.458806
T7N0002,29.083083,-31.521389
T7N0003,29.03319,-31.81117
T7NP0001,28.96275,-31.458806
T7NP0002,29.083083,-31.521389
T9N0001,28.31941,-32.4702
T9N0002,28.45978,-32.4363
T9N0003,28.807,-32.2865
T9N0004,28.29755,-32.0688
T9N0005,28.24459,-32.0904
U1N0001,30.08305,-30.1575
U1N0002,29.99211,-29.77672
U2N0507,30.48914,-29.53933
U2N0508,30.40747,-29.6613
U2N0509,30.4078,-29.66149
U2N0510,30.40754,-29.66152
U3N0002,31.03,-29.27
U3N0003,31.03017,-29.26979
U4N0001,30.91573,-29.22013
U6N0001,30.96786,-29.94033
U6N0002,30.97166667,-29.9375
U6N0003,30.97977,-29.9203
U6N0004,30.95384,-29.97784
U6N0005,30.9733,-29.96325
U6N0006,30.97541,-29.95505
U6N0007,30.47475,-29.82436
U7N0001,30.24861,-29.88167
V1N0001,29.41012,-28.60894
V1N0002,29.41013,-28.6089305
V1N0005,29.73861,-28.34222
V2N0001,30.52106,-28.86563
V3N0014,30.209,-27.6451
V3N0015,30.22044,-27.71766
V3N0016,30.16298,-27.88881
V3N0017,29.86271,-27.97385
V3N0018,29.85415,-27.91175
V3N0019,29.89653,-27.8904
V3N0020,29.97516,-27.76761
V3N0021,30.00478,-27.77691
V3N0022,29.99894,-27.79075
V3N0023,30.23193,-27.98858
V3N0024,30.22231,-27.99675
V3N0025,30.2289,-28.00822
V3N0026,30.21516,-27.98077
V3N0027,30.20644,-27.99439
V3N0028,28.28433,-28.16597
V3N0029,30.282,-28.15181
V3N0030,30.30146,-28.15726
V3N0032,30.15496,-28.08041
V3N0033,28.37005,-28.17122
V3N0034,30.38845,-28.1751
V3N0035,30.36558,-28.15007
V3N0036,30.255056,-28.18832
V3N0037,30.24473,-28.17947
V3N0038,30.24423,-28.18538
V3N0039,30.24886,-28.18265
V3N0040,30.17464,-28.16174
V3N0041,30.16552,-28.16613
V3N0042,30.18409,-28.16222
V3N0043,30.18843,-28.00279
V3N0044,30.2053,-28.01514
V3N0045,30.16815,-28.03887
V3N0046,30.18011,-28.05247
V3N0047,30.15817,-28.05092
V3N0048,30.1494,-28.0736
V3N0049,30.14462,-28.05542
V3N0050,30.17086,-28.07176
V3N0051,30.1688,-28.05891
V3N0052,30.16245,-28.06716
V3N0053,30.29664,-28.08078
V3N0054,30.288084,-28.07846
V3N0055,30.28692,-28.07178
V3N0056,30.12727,-28.04613
V3N0057,30.10614,-28.04468
V3N0058,30.10328,-28.06362
V3N0059,30.37817,-28.14772
V3N0060,30.3855,-28.15056
V3N0061,30.38318,-28.16045
V3N0062,30.37932,-28.13865
V3N0063,30.148,-27.99272
V3N0064,30.15444,-28.00194
V3N0065,30.13611,-27.9985
V3N0066,30.26039,-28.14925
V3N0067,30.26039,-28.14422
V3N0068,30.25517,-28.13625
V3N0069,30.23017,-28.13436
V3N0070,30.23472,-28.12789
V3N0071,30.19169,-28.25272
V3N0072,30.1935,-28.25644
V3N0073,30.20053,-28.24519
V3N0074,30.19738,-28.0035
V3N0075,30.16708,-28.0773
V3N0076,30.60956,-28.18506
V3N0077,30.21667,-28.00265
V3N0078,30.21484,-27.99131
V3N0079,30.37357,-28.16658
V3N0080,30.18387,-28.16011
V3N0081,30.15455,-28.06356
V3N0083,30.15815,-28.06862
V5N0001,31.19687,-29.111374
V6N0001,30.11031,-28.27464
V6N0002,28.10578,-28.27514
V6N0003,30.10467,-28.26631
V6N0004,30.12297,-28.15333
V6N0005,30.12269,-28.14972
V6N0006,30.12667,-28.14906
V7N0508,29.88347,-29.08339
W1N0503,32.03403,-28.71335
W1N0504,32.06568,-28.73142
W1N0505,32.0825,-28.74583333
W1N0506,32.08167,-28.77366
W1N0507,32.08167,-28.74366
W1N0508,32.10721,-28.77732
W1N0509,32.10719,-28.7773
W1N0510,32.03418,-28.75515
W1N0511,32.03418,-28.75515
W1N0512,32.1072,-28.77732
W1N0513,32.03418,-28.75515
W1N0514,32.06568,-28.73141
W1N0515,32.60961,-27.67542
W2N0002,31.72305556,-27.89805556
W2N0004,31.3807,-28.03124
W3N0011,32.66143,-27.55046
W3N0012,32.4325,-27.68527778
W3N0013,32.5439,-27.6847
W3N0014,32.48944444,-28.21944444
W3N0015,32.54407,-28.14263
W3N0016,32.50257,-28.13887
W3N0017,32.61684,-27.51544
W3N0018,32.61758,-27.58169
W3N0020,32.6255,-27.54872
W3N0021,32.63772,-27.58892
W4N0011,31.83679,-27.39634
W4N0013,32.10301,-27.50042
W4N0014,32.22805556,-27.08166667
W4N0016,32.17665,-27.40168
W4N0017,31.64761,-27.4819
W4N0018,32.36691,-28.16674
W5N0001,30.79166,-26.4262
W5N0002,30.79807,-26.42974
W5N0003,30.59397,-26.72885
W5N0004,30.93879,-26.93895
W5N0005,30.65364,-26.64448
W5N0006,30.92489,-26.97097
W5N0007,30.7834,-27.09775
W5N0008,30.32252,-26.99879
W5N0009,30.40822,-27.16948
W5N0010,30.33788,-27.13953
W5N0011,30.37277,-26.62754
W5N0012,30.40502,-26.72827
W6N0001,31.89748,-25.9574
W7N0001,32.39497,-26.95107
W7N0002,32.5439,-27.31945
W7N0003,32.5439,-27.0872
W7N0004,32.5439,-26.8644
W7N0005,32.60416667,-27.08916667
W7N0006,32.55888889,-27.33027778
W7N0007,32.56674,-27.40957
W7N0008,32.63238,-27.45295
W7N0010,32.66139,-27.4933
W7N0011,32.66139,-27.49722
W7N0014,32.65586,-27.55204
W7N0015,32.71203,-27.29522
W7N0016,32.71194,-27.29527
W7N0017,32.66628,-27.41872
W7N0019,32.65961,-27.51886
X1N0001,30.9859,-25.99008
X1N0002,30.89174,-25.9836
X1N0003,30.85916,-25.96895
X1N0004,30.85916,-25.98244
X1N0005,30.78,-26.01361111
X1N0006,30.98662,-26.01984
X1N0007,31.74969,-25.70644
X1N0008,31.84416667,-25.96277778
X1N0011,31.79333333,-25.68667
X1N0013,31.67512,-25.66296
X1N0015,31.6708,-25.6625
X1N0016,30.7802,-26.0136
X1N0017,31.0033,-26.1608
X1N0018,31.8837,-25.8294
X1N0019,31.53291,-25.72797
X1N0020,31.62029,-25.78856
X1N0021,31.62842,-25.69948
X2N0001,31.0325,-25.44388889
X2N0002,31.03472222,-25.44333333
X2N0003,31.03333333,-25.44305556
X2N0004,31.0325,-25.44361111
X2N0005,31.03277778,-25.44333333
X2N0006,31.03388889,-25.44333333
X2N0007,31.03361111,-25.44305556
X2N0009,31.0325,-25.44166667
X2N0010,31.03638889,-25.44305556
X2N0011,31.03611111,-25.44111111
X2N0012,31.03444444,-25.44416667
X2N0013,31.22086,-25.32091
X2N0016,31.23528,-25.49333
X2N0017,31.20849,-25.35986
X2N0018,31.21777778,-25.22316
X2N0019,31.16905,-25.25864
X2N0020,30.6375,-25.58305556
X2N0021,30.657,-25.58369
X2N0022,30.61262,-25.5938
X2N0023,30.63888889,-25.58083333
X2N0024,30.64144,-25.58091
X2N0025,31.25263,-25.42162
X2N0027,31.52089,-25.47506
X2N0028,31.52103,-25.475
X2N0029,31.522,-25.47747
X2N0030,31.51992,-25.47525
X2N0031,31.51973,-25.47589
X2N0032,31.67287,-25.44203
X2N0033,31.10969,-25.21217
X2N0034,31.17423,-25.25878
X2N0036,31.15559,-25.20322
X2N0037,30.64,-25.5747
X2N0038,30.6376,-25.5833
X2N0039,30.6399,-25.57473
X2N0040,30.7158,-25.3652
X2N0041,30.7133,-25.3563
X2N0042,30.7243,-25.3565
X2N0043,30.7141,-25.3282
X2N0044,31.67224,-25.4396
X2N0045,31.16338,-25.36413
X2N0046,31.3077,-25.2435
X2N0047,31.53457,-25.2973
X2N0048,31.38225,-25.4902
X2N0049,31.93688,-25.33612
X3N0001,30.99,-24.77
X3N0002,31.0395,-24.703
X3N0003,31.26,-24.63
X3N0004,31.27,-24.68
X3N0005,31.246942,-24.746373
X3N0006,31.340712,-24.655215
X3N0007,30.992267,-24.697879
X3N0008,31.06,-24.74
X3N0009,31.047408,-24.735218
X3N0010,31.014315,-24.791462
X3N0011,31.03999,-24.89687
X3N0013,31.040234,-24.896977
X3N0014,31.9139,-24.8963
X3N0015,31.74994,-24.88689
X3N0016,32.00947,-25.0643
X4N0001,31.976,-24.785
X4N0003,31.73874,-24.275
X4N0004,31.04377,-24.75294
X4N0005,31.71928,-24.61517
X4N0006,31.48145,-24.51474
X4N0007,31.89222,-24.3594
X4N0008,31.91559,-24.53484
X4N0009,31.98989,-24.59836
A7N0675,29.18507,-22.98112
C2N0308,27.81554,-26.30527
L9N0001,24.83702,-33.8038
L9N0002,24.89681,-33.8166
L9N0003,24.82513,-33.7223
L9N0004,24.76489,-33.7471
L9N0005,24.81543,-33.7712
W5N0013,30.738595,-26.855612
W5N0014,30.73497,-26.85146
X3N0017,31.5768,-25.1073
X3N0018,31.57682,-25.10736
X3N0019,31.90852,-25.21
X3N0020,31.90831,-25.21073
X3N0021,31.93312,-25.2089
X3N0022,31.93381,-25.209
X3N0023,31.96768,-25.203
X3N0024,31.96768,-25.20302
C1N0017,29.700194,-26.695963
D4N2662,20.02663,-24.80357
L8N0011,23.735771,-33.830588
K9N0037,24.291967,-33.955176
V3N0082,30.17241,-28.04661
